Type,Value
Data Source,Cold_11LTAN_Nominal_500 : TMD : THERMAL_REVAMP1_COLD_11L
Element,69607
,
,
Time[s],Temperature
937.0,-23.225181653052836
938.0,-23.20038994838612
939.0,-23.175977567319784
940.0,-23.151942695768863
941.0,-23.128303950558152
942.0,-23.10512234067196
943.0,-23.082400224739878
944.0,-23.060135384365978
945.0,-23.038325591903533
946.0,-23.016965743801286
947.0,-22.99604471261488
948.0,-22.97555961321294
949.0,-22.955508213572095
950.0,-22.935888286047607
951.0,-22.91671338989977
952.0,-22.898030353624744
953.0,-22.879840336440044
954.0,-22.86214086458835
955.0,-22.844929471377924
956.0,-22.828220429660597
957.0,-22.81206357428339
958.0,-22.796460094712423
959.0,-22.78140726911255
960.0,-22.766902385524308
961.0,-22.752917895880472
962.0,-22.739373008725927
963.0,-22.726259515318016
964.0,-22.713575139898087
965.0,-22.701317626385368
966.0,-22.68952248303308
967.0,-22.67830678146175
968.0,-22.667676829127178
969.0,-22.6576298159103
970.0,-22.648162940417276
971.0,-22.63921934079776
972.0,-22.630624433832672
973.0,-22.62236315172884
974.0,-22.614433732884024
975.0,-22.60683443973246
976.0,-22.59954258254438
977.0,-22.592489446369243
978.0,-22.585668510003124
979.0,-22.579078507887566
980.0,-22.57271819581682
981.0,-22.566561401485906
982.0,-22.560526755058728
983.0,-22.554607218689796
984.0,-22.548802098375464
985.0,-22.54311071880945
986.0,-22.537527054263368
987.0,-22.532033166622522
988.0,-22.526627257992764
989.0,-22.52130892662642
990.0,-22.51607777952037
991.0,-22.510921729751466
992.0,-22.505802336946036
993.0,-22.50071632566005
994.0,-22.495663487381044
995.0,-22.490643622678625
996.0,-22.48564441048929
997.0,-22.48062601688579
998.0,-22.475585278176112
999.0,-22.470522256048078
1000.0,-22.46543701560795
1001.0,-22.46033254751997
1002.0,-22.455218595909965
1003.0,-22.45009610463588
1004.0,-22.44496521883919
1005.0,-22.439826071655766
1006.0,-22.434669973870314
1007.0,-22.42946780247971
1008.0,-22.424217212101293
1009.0,-22.41891826381872
1010.0,-22.413571022619667
1011.0,-22.40819745938289
1012.0,-22.402870368862214
1013.0,-22.3975952350929
1014.0,-22.39237147494401
1015.0,-22.387198525922727
1016.0,-22.382085273170674
1017.0,-22.377062695683428
1018.0,-22.372132678591687
1019.0,-22.36729446632954
1020.0,-22.362547320957784
1021.0,-22.357897345277312
1022.0,-22.353366875450337
1023.0,-22.348957215990175
1024.0,-22.34466773223374
1025.0,-22.340497794678722
1026.0,-22.3364303302085
1027.0,-22.332408930330136
1028.0,-22.32842826576222
1029.0,-22.324487797797364
1030.0,-22.320587013136404
1031.0,-22.316725215138128
1032.0,-22.312901153334312
1033.0,-22.309114094509674
1034.0,-22.305363357180966
